Club Name;Player Name;age;Player Value;Transfer Movement;Year
Chelsea FC;Kenneth Omeruo;25;3,17791;in;2019
Chelsea FC;Ola Aina;22;0,55201;in;2019
Chelsea FC;Tiemoué Bakayoko;24;4,29426;in;2019
Chelsea FC;Eduardo;36;2,97757;in;2019
Chelsea FC;Jake Clarke-Salter;21;1,78289;in;2019
Chelsea FC;Eden Hazard;28;2,63397;out;2019
Chelsea FC;Ola Aina;22;2,98942;out;2019
Chelsea FC;Tomas Kalas;26;2,05164;out;2019
Chelsea FC;David Luiz;32;1,49794;out;2019
Chelsea FC;Kenneth Omeruo;25;0,79593;out;2019
Chelsea FC;Tiemoué Bakayoko;25;1,26509;out;2019
Chelsea FC;Ethan Ampadu;18;4,97282;out;2019
Chelsea FC;Eduardo;36;4,03502;out;2019
Chelsea FC;Todd Kane;25;1,38182;out;2019
Chelsea FC;Gary Cahill;33;3,90440;out;2019
Chelsea FC;Davide Zappacosta;27;3,05446;out;2019
Chelsea FC;Izzy Brown;22;1,40591;out;2019
Chelsea FC;Jamal Blackman;25;0,54289;out;2019
Chelsea FC;Danny Drinkwater;29;1,06260;out;2019
Chelsea FC;Lewis Baker;24;3,49852;out;2019
Chelsea FC;Jake Clarke-Salter;21;0,81118;out;2019
Chelsea FC;Matt Miazga;24;4,64735;out;2019
Chelsea FC;Danilo Pantic;22;1,39737;out;2019
Chelsea FC;Abdul-Rahman Baba;25;1,76878;out;2019
Chelsea FC;Kenedy;23;4,76002;out;2019
Chelsea FC;Lucas Piazon;25;3,43877;out;2019
Chelsea FC;Rob Green;39;2,38463;out;2019
Chelsea FC;Gonzalo Higuaín;31;1,20442;out;2019
Chelsea FC;Mateo Kovacic;25;2,14757;out;2019
Chelsea FC;Billy Gilmour;18;1,29318;in;2019
Chelsea FC;Victor Moses;29;2,59184;in;2019
Chelsea FC;Lewis Baker;24;4,13308;in;2019
Chelsea FC;Danny Drinkwater;29;4,20438;in;2019
Chelsea FC;Danilo Pantic;23;2,28177;in;2019
Chelsea FC;Jamal Blackman;26;4,53973;in;2019
Chelsea FC;Michael Hector;27;4,38323;out;2019
Chelsea FC;Victor Moses;29;3,61340;out;2019
Chelsea FC;Jamal Blackman;26;0,94141;out;2019
Chelsea FC;Danny Drinkwater;29;2,83958;out;2019
Chelsea FC;Kai Havertz;21;0,75155;in;2020
Chelsea FC;Timo Werner;24;2,19833;in;2020
Chelsea FC;Ben Chilwell;23;2,39254;in;2020
Chelsea FC;Hakim Ziyech;27;2,67561;in;2020
Chelsea FC;Edouard Mendy;28;0,30088;in;2020
Chelsea FC;Malang Sarr;21;1,88920;in;2020
Chelsea FC;Thiago Silva;35;2,05105;in;2020
Chelsea FC;Ross Barkley;27;0,49355;in;2020
Chelsea FC;Ruben Loftus-Cheek;25;4,81515;in;2020
Chelsea FC;Michy Batshuayi;27;2,32669;in;2020
Chelsea FC;Jake Clarke-Salter;23;2,71978;in;2020
Chelsea FC;Jamal Blackman;27;3,50462;in;2020
Chelsea FC;Ethan Ampadu;20;1,85412;in;2020
Chelsea FC;Matt Miazga;25;2,68013;in;2020
Chelsea FC;Nathan;24;4,47633;in;2020
Chelsea FC;Kenedy;24;2,01721;in;2020
Chelsea FC;Izzy Brown;24;2,52729;in;2020
Chelsea FC;Victor Moses;29;3,82446;in;2020
Chelsea FC;Danny Drinkwater;30;3,85785;in;2020
Chelsea FC;Abdul-Rahman Baba;25;0,75861;in;2020
Chelsea FC;Tiemoué Bakayoko;25;4,52050;in;2020
Chelsea FC;Davide Zappacosta;28;4,22356;in;2020
Chelsea FC;Izzy Brown;23;4,56660;in;2020
Chelsea FC;Jake Clarke-Salter;22;3,27003;in;2020
Chelsea FC;Ethan Ampadu;19;4,60522;in;2020
Chelsea FC;Álvaro Morata;27;1,80459;in;2020
Chelsea FC;Charly Musonda Jr.;23;4,62576;in;2020
Chelsea FC;Mario Pasalic;25;2,30130;in;2020
Chelsea FC;Álvaro Morata;27;3,31827;out;2020
Chelsea FC;Mario Pasalic;25;3,27383;out;2020
Chelsea FC;Nathan;24;0,14451;out;2020
Chelsea FC;Malang Sarr;21;4,93680;out;2020
Chelsea FC;Tiemoué Bakayoko;26;4,82916;out;2020
Chelsea FC;Victor Moses;29;0,44930;out;2020
Chelsea FC;Willian;32;2,55608;out;2020
Chelsea FC;Pedro;33;4,45861;out;2020
Chelsea FC;Izzy Brown;23;0,80042;out;2020
Chelsea FC;Davide Zappacosta;28;4,56882;out;2020
Chelsea FC;Jamal Blackman;26;2,19074;out;2020
Chelsea FC;Lewis Baker;25;4,22649;out;2020
Chelsea FC;Danilo Pantic;23;4,80870;out;2020
Chelsea FC;Matt Miazga;25;3,27668;out;2020
Chelsea FC;Kenedy;24;2,36516;out;2020
Chelsea FC;Ethan Ampadu;19;0,12127;out;2020
Chelsea FC;Michy Batshuayi;26;0,43219;out;2020
Chelsea FC;Ross Barkley;26;1,85464;out;2020
Chelsea FC;Ruben Loftus-Cheek;24;3,03723;out;2020
Chelsea FC;Jake Clarke-Salter;23;0,73456;out;2020
Chelsea FC;Marco van Ginkel;27;2,18821;out;2020
Chelsea FC;Lucas Piazon;26;4,58244;in;2020
Chelsea FC;Fikayo Tomori;23;4,96356;out;2020
Chelsea FC;Lucas Piazon;26;0,58126;out;2020
Chelsea FC;Abdul-Rahman Baba;26;3,49994;out;2020
Chelsea FC;Danny Drinkwater;30;1,98884;out;2020
Chelsea FC;Romelu Lukaku;28;2,23924;in;2021
Chelsea FC;Saúl Ñíguez;26;1,93807;in;2021
Chelsea FC;Marcus Bettinelli;29;2,43088;in;2021
Chelsea FC;Trevoh Chalobah;21;2,99372;in;2021
Chelsea FC;Davide Zappacosta;29;3,76654;in;2021
Chelsea FC;Tiemoué Bakayoko;26;1,72682;in;2021
Chelsea FC;Lewis Baker;26;4,53212;in;2021
Chelsea FC;Danny Drinkwater;32;1,85788;in;2021
Chelsea FC;Kenedy;25;0,73389;in;2021
Chelsea FC;Danilo Pantic;24;0,68770;in;2021
Chelsea FC;Abdul-Rahman Baba;27;2,83804;in;2021
Chelsea FC;Matt Miazga;25;4,04547;in;2021
Chelsea FC;Malang Sarr;22;3,75543;in;2021
Chelsea FC;Marco van Ginkel;28;4,21906;in;2021
Chelsea FC;Victor Moses;30;4,34488;in;2021
Chelsea FC;Danny Drinkwater;31;2,01451;in;2021
Chelsea FC;Fikayo Tomori;23;1,58417;in;2021
Chelsea FC;Abdul-Rahman Baba;26;4,57410;in;2021
Chelsea FC;Jake Clarke-Salter;24;3,36450;in;2021
Chelsea FC;Billy Gilmour;20;2,12132;in;2021
Chelsea FC;Tammy Abraham;23;4,18318;out;2021
Chelsea FC;Kurt Zouma;26;4,43600;out;2021
Chelsea FC;Fikayo Tomori;23;4,75316;out;2021
Chelsea FC;Davide Zappacosta;29;1,36045;out;2021
Chelsea FC;Victor Moses;30;4,64676;out;2021
Chelsea FC;Tiemoué Bakayoko;27;1,42755;out;2021
Chelsea FC;Olivier Giroud;34;3,62188;out;2021
Chelsea FC;Emerson;27;3,04050;out;2021
Chelsea FC;Kenedy;25;4,68169;out;2021
Chelsea FC;Michy Batshuayi;27;1,26513;out;2021
Chelsea FC;Marco van Ginkel;28;4,33370;out;2021
Chelsea FC;Danilo Pantic;24;3,49698;out;2021
Chelsea FC;Izzy Brown;24;1,28546;out;2021
Chelsea FC;Jake Clarke-Salter;23;3,94992;out;2021
Chelsea FC;Abdul-Rahman Baba;27;2,14133;out;2021
Chelsea FC;Danny Drinkwater;31;0,79501;out;2021
Chelsea FC;Ethan Ampadu;20;2,91428;out;2021
Chelsea FC;Matt Miazga;26;3,47814;out;2021
Chelsea FC;Billy Gilmour;20;1,35133;out;2021
Chelsea FC;Jamal Blackman;27;3,04575;out;2021
Chelsea FC;Willy Caballero;39;2,92100;out;2021
Chelsea FC;Kenedy;25;1,99649;in;2021
Chelsea FC;Lewis Baker;26;3,69435;out;2021
Crystal Palace;Yohan Cabaye;29;0,93753;in;2015
Crystal Palace;Connor Wickham;22;0,60129;in;2015
Crystal Palace;Alex McCarthy;25;0,83992;in;2015
Crystal Palace;Bakary Sako;27;0,82995;in;2015
Crystal Palace;Kleton Perntreou;20;0,48565;in;2015
Crystal Palace;Patrick Bamford;21;0,27121;in;2015
Crystal Palace;Chris Kettings;22;0,86466;in;2015
Crystal Palace;Ryan Inniss;20;0,88176;in;2015
Crystal Palace;Chris Kettings;22;0,36019;in;2015
Crystal Palace;Jonathan Williams;22;0,26587;in;2015
Crystal Palace;Hiram Boateng;20;0,76001;in;2015
Crystal Palace;Glenn Murray;31;0,67818;out;2015
Crystal Palace;Owen Garvan;27;0,85137;out;2015
Crystal Palace;Barry Bannan;25;0,60543;out;2015
Crystal Palace;Sam Magri;21;0,50457;out;2015
Crystal Palace;Michael Chambers;21;0,07947;out;2015
Crystal Palace;Stephen Dobbie;32;1,08222;out;2015
Crystal Palace;Lewis Price;30;0,52254;out;2015
Crystal Palace;Peter Ramage;31;0,35465;out;2015
Crystal Palace;Jack Hunt;24;0,66641;out;2015
Crystal Palace;Hiram Boateng;19;1,29605;out;2015
Crystal Palace;Patrick McCarthy;32;0,54538;out;2015
Crystal Palace;Chris Kettings;22;0,96547;out;2015
Crystal Palace;Keshi Anderson;20;1,02542;out;2015
Crystal Palace;Chris Kettings;22;0,48065;out;2015
Crystal Palace;Jonathan Williams;21;1,08827;out;2015
Crystal Palace;Adlène Guédioura;29;0,91646;out;2015
Crystal Palace;Ryan Inniss;20;0,47150;out;2015
Crystal Palace;Andy Johnson;34;1,20944;out;2015
Crystal Palace;Jerome Thomas;32;0,60164;out;2015
Crystal Palace;Shola Ameobi;33;1,90249;out;2015
Crystal Palace;Freddie Ladapo;23;0,14291;in;2015
Crystal Palace;Emmanuel Adebayor;31;1,23323;in;2015
Crystal Palace;Jack Hunt;25;1,73691;in;2015
Crystal Palace;Hiram Boateng;19;0,67688;in;2015
Crystal Palace;Jonathan Williams;22;0,40307;in;2015
Crystal Palace;Keshi Anderson;20;0,19271;in;2015
Crystal Palace;Patrick McCarthy;32;0,16779;in;2015
Crystal Palace;Connor Dymond;21;1,16906;in;2015
Crystal Palace;Connor Dymond;21;0,19132;out;2015
Crystal Palace;Jonathan Williams;22;0,51948;out;2015
Crystal Palace;Hiram Boateng;20;1,38930;out;2015
Crystal Palace;Jack Hunt;25;1,98836;out;2015
Crystal Palace;Patrick Bamford;22;0,19413;out;2015
Crystal Palace;Christian Benteke;25;1,26775;in;2016
Crystal Palace;Andros Townsend;24;1,32533;in;2016
Crystal Palace;James Tomkins;27;0,77940;in;2016
Crystal Palace;Loïc Rémy;29;0,88829;in;2016
Crystal Palace;Steve Mandanda;31;1,61312;in;2016
Crystal Palace;Jonathan Benteke;21;1,61036;in;2016
Crystal Palace;Sullay Kaikai;20;0,41429;in;2016
Crystal Palace;Mathieu Flamini;32;1,28723;in;2016
Crystal Palace;Jonathan Williams;23;0,49319;in;2016
Crystal Palace;Ryan Inniss;21;0,49565;in;2016
Crystal Palace;Hiram Boateng;21;0,31436;in;2016
Crystal Palace;Freddie Ladapo;24;0,72761;in;2016
Crystal Palace;Keshi Anderson;22;0,10139;in;2016
Crystal Palace;Jordon Mutch;25;1,51029;in;2016
Crystal Palace;Yannick Bolasie;27;0,60646;out;2016
Crystal Palace;Dwight Gayle;26;0,46800;out;2016
Crystal Palace;Alex McCarthy;26;1,22061;out;2016
Crystal Palace;Mile Jedinak;32;0,15101;out;2016
Crystal Palace;Chris Kettings;23;0,48000;out;2016
Crystal Palace;Adrian Mariappa;29;0,99603;out;2016
Crystal Palace;Connor Dymond;21;0,84526;out;2016
Crystal Palace;Keshi Anderson;21;0,26585;out;2016
Crystal Palace;Hiram Boateng;20;0,80499;out;2016
Crystal Palace;Freddie Ladapo;23;0,51967;out;2016
Crystal Palace;Ryan Inniss;21;0,92001;out;2016
Crystal Palace;Jonathan Williams;22;0,88413;out;2016
Crystal Palace;Sullay Kaikai;21;1,83053;out;2016
Crystal Palace;Emmanuel Adebayor;32;1,23187;out;2016
Crystal Palace;Marouane Chamakh;32;1,45096;out;2016
Crystal Palace;Brede Hangeland;35;1,55845;out;2016
Crystal Palace;Patrick McCarthy;33;1,53741;out;2016
Crystal Palace;Loïc Rémy;30;1,01899;out;2016
Crystal Palace;Mamadou Sakho;27;1,12969;out;2016
Crystal Palace;Luka Milivojevic;25;1,30714;in;2016
Crystal Palace;Jeffrey Schlupp;24;0,95926;in;2016
Crystal Palace;Patrick van Aanholt;26;1,90246;in;2016
Crystal Palace;Mamadou Sakho;26;1,87903;in;2016
Crystal Palace;Freddie Ladapo;23;0,54935;in;2016
Crystal Palace;Sullay Kaikai;21;0,77372;in;2016
Crystal Palace;Hiram Boateng;20;0,16361;in;2016
Crystal Palace;Keshi Anderson;21;0,19565;in;2016
Crystal Palace;Hiram Boateng;20;0,85101;out;2016
Crystal Palace;Freddie Ladapo;23;1,98179;out;2016
Crystal Palace;Keshi Anderson;21;0,50703;out;2016
Crystal Palace;Kwesi Appiah;26;1,16266;out;2016
Crystal Palace;Jordon Mutch;25;0,98069;out;2016
Crystal Palace;Mamadou Sakho;27;1,59648;in;2017
Crystal Palace;Jairo Riedewald;20;1,60163;in;2017
Crystal Palace;Dion Henry;19;0,20273;in;2017
Crystal Palace;Ruben Loftus-Cheek;21;1,68289;in;2017
Crystal Palace;Timothy Fosu-Mensah;19;1,83023;in;2017
Crystal Palace;Ryan Inniss;22;0,96099;in;2017
Crystal Palace;Jonathan Williams;24;1,55700;in;2017
Crystal Palace;Kwesi Appiah;26;0,87896;in;2017
Crystal Palace;Sullay Kaikai;22;0,31812;in;2017
Crystal Palace;Steve Mandanda;32;0,34802;out;2017
Crystal Palace;Hiram Boateng;21;0,79085;out;2017
Crystal Palace;Zeki Fryers;24;0,61841;out;2017
Crystal Palace;Fraizer Campbell;29;1,98635;out;2017
Crystal Palace;Kwesi Appiah;26;2,50690;out;2017
Crystal Palace;Keshi Anderson;22;1,37483;out;2017
Crystal Palace;Ryan Inniss;22;0,32285;out;2017
Crystal Palace;Jonathan Williams;23;1,55700;out;2017
Crystal Palace;Jonathan Benteke;22;1,74001;out;2017
Crystal Palace;Kleton Perntreou;22;0,66203;out;2017
Crystal Palace;Mathieu Flamini;33;1,30029;out;2017
Crystal Palace;Joe Ledley;30;1,44005;out;2017
Crystal Palace;Timothy Fosu-Mensah;20;1,79744;out;2017
Crystal Palace;Ruben Loftus-Cheek;22;1,03628;out;2017
Crystal Palace;Alexander Sörloth;22;2,72041;in;2017
Crystal Palace;Jaroslaw Jach;23;2,60178;in;2017
Crystal Palace;Erdal Rakip;21;1,42228;in;2017
Crystal Palace;Diego Cavalieri;35;1,04796;in;2017
Crystal Palace;Aaron Wan-Bissaka;20;0,97965;in;2017
Crystal Palace;Keshi Anderson;22;1,59460;in;2017
Crystal Palace;Keshi Anderson;22;2,18895;out;2017
Crystal Palace;Freddie Ladapo;24;0,97447;out;2017
Crystal Palace;Sullay Kaikai;22;1,79856;out;2017
Crystal Palace;Jordon Mutch;26;1,78384;out;2017
Crystal Palace;Cheikhou Kouyaté;28;1,05663;in;2018
Crystal Palace;Vicente Guaita;31;0,47463;in;2018
Crystal Palace;Max Meyer;22;1,19955;in;2018
Crystal Palace;Jordan Ayew;26;1,27017;in;2018
Crystal Palace;Dion Henry;21;0,59497;in;2018
Crystal Palace;Damien Delaney;36;1,33296;out;2018
Crystal Palace;Yohan Cabaye;32;10,78139;out;2018
Crystal Palace;Jaroslaw Jach;24;1,45137;out;2018
Crystal Palace;Ryan Inniss;23;1,17104;out;2018
Crystal Palace;Diego Cavalieri;35;1,57815;out;2018
Crystal Palace;Chung-yong Lee;29;1,50657;out;2018
Crystal Palace;Bakary Sako;30;1,71492;out;2018
Crystal Palace;Erdal Rakip;22;10,04519;out;2018
Crystal Palace;Jordan Ayew;27;1,17939;out;2018
Crystal Palace;Michy Batshuayi;25;0,60731;in;2018
Crystal Palace;Bakary Sako;30;1,75015;in;2018
Crystal Palace;Lucas Perri;21;0,32888;in;2018
Crystal Palace;Jordon Mutch;27;0,43657;in;2018
Crystal Palace;Jaroslaw Jach;24;0,41106;in;2018
Crystal Palace;Ryan Inniss;23;1,52593;in;2018
Crystal Palace;Alexander Sörloth;23;0,24071;out;2018
Crystal Palace;Jonathan Williams;25;0,75186;out;2018
Crystal Palace;Jordon Mutch;27;0,48496;out;2018
Crystal Palace;Sullay Kaikai;23;1,88849;out;2018
Crystal Palace;Dion Henry;21;1,49956;out;2018
Crystal Palace;Jason Puncheon;32;0,73145;out;2018
Crystal Palace;Jaroslaw Jach;24;1,93870;out;2018
Crystal Palace;James McCarthy;28;3,45175;in;2019
Crystal Palace;Jordan Ayew;27;1,03900;in;2019
Crystal Palace;Víctor Camarasa;25;2,87810;in;2019
Crystal Palace;Gary Cahill;33;1,24419;in;2019
Crystal Palace;Stephen Henderson;31;0,53944;in;2019
Crystal Palace;Sam Woods;20;2,16375;in;2019
Crystal Palace;Jaroslaw Jach;25;2,32243;in;2019
Crystal Palace;Ryan Inniss;24;1,83918;in;2019
Crystal Palace;Alexander Sörloth;23;1,59011;in;2019
Crystal Palace;Sam Woods;21;0,65775;in;2019
Crystal Palace;Dion Henry;22;2,31548;in;2019
Crystal Palace;Jason Puncheon;33;1,16976;in;2019
Crystal Palace;Aaron Wan-Bissaka;21;1,52399;out;2019
Crystal Palace;Alexander Sörloth;23;1,07573;out;2019
Crystal Palace;Jason Puncheon;33;2,20959;out;2019
Crystal Palace;Pape Souaré;29;3,69149;out;2019
Crystal Palace;Ryan Inniss;24;0,33545;out;2019
Crystal Palace;Jaroslaw Jach;25;2,95491;out;2019
Crystal Palace;Bakary Sako;31;1,56774;out;2019
Crystal Palace;Julián Speroni;40;1,74832;out;2019
Crystal Palace;Michy Batshuayi;25;3,91558;out;2019
Crystal Palace;Lucas Perri;21;1,78099;out;2019
Crystal Palace;Cenk Tosun;28;2,33237;in;2019
Crystal Palace;Dion Henry;22;1,14147;out;2019
Crystal Palace;Sam Woods;21;1,52041;out;2019
Crystal Palace;Connor Wickham;26;0,10083;out;2019
Crystal Palace;Víctor Camarasa;25;2,92518;out;2019
Crystal Palace;Cenk Tosun;28;0,01125;out;2019
Crystal Palace;Eberechi Eze;22;3,45753;in;2020
Crystal Palace;Jack Butland;27;4,44110;in;2020
Crystal Palace;Nathan Ferguson;19;5,83853;in;2020
Crystal Palace;Nathaniel Clyne;29;5,47799;in;2020
Crystal Palace;Michy Batshuayi;26;5,64798;in;2020
Crystal Palace;Tyrick Mitchell;20;1,27145;in;2020
Crystal Palace;Alexander Sörloth;24;2,31364;in;2020
Crystal Palace;Jaroslaw Jach;26;1,33740;in;2020
Crystal Palace;Connor Wickham;27;2,10417;in;2020
Crystal Palace;Sam Woods;22;4,43277;in;2020
Crystal Palace;Alexander Sörloth;24;4,72266;out;2020
Crystal Palace;Dion Henry;23;3,34972;out;2020
Crystal Palace;Ryan Inniss;25;0,34986;out;2020
Crystal Palace;Jaroslaw Jach;26;4,52047;out;2020
Crystal Palace;Michy Batshuayi;27;4,10067;out;2020
Crystal Palace;Jean-Philippe Mateta;23;0,93892;in;2020
Crystal Palace;Jaroslaw Jach;26;2,50441;in;2020
Crystal Palace;Max Meyer;25;0,95246;out;2020
Crystal Palace;Jaroslaw Jach;26;3,92986;out;2020
Crystal Palace;Sam Woods;22;1,08930;out;2020
Crystal Palace;Marc Guéhi;21;3,47635;in;2021
Crystal Palace;Joachim Andersen;25;0,75003;in;2021
Crystal Palace;Odsonne Edouard;23;4,66881;in;2021
Crystal Palace;Michael Olise;19;1,90052;in;2021
Crystal Palace;Will Hughes;26;5,64889;in;2021
Crystal Palace;Jacob Montes;22;1,94653;in;2021
Crystal Palace;Remi Matthews;27;2,95672;in;2021
Crystal Palace;Conor Gallagher;21;0,70923;in;2021
Crystal Palace;Jaroslaw Jach;27;4,08274;in;2021
Crystal Palace;Luke Plange;19;0,40094;in;2021
Crystal Palace;James McCarthy;30;3,34908;out;2021
Crystal Palace;Wayne Hennessey;34;1,32087;out;2021
Crystal Palace;Mamadou Sakho;31;0,61556;out;2021
Crystal Palace;Patrick van Aanholt;30;0,33578;out;2021
Crystal Palace;Andros Townsend;30;3,27955;out;2021
Crystal Palace;Scott Dann;34;4,01233;out;2021
Crystal Palace;Gary Cahill;35;3,24384;out;2021
Crystal Palace;Jacob Montes;22;2,72005;out;2021
Crystal Palace;Connor Wickham;28;2,62430;out;2021
Crystal Palace;Sam Woods;22;1,10248;out;2021
Crystal Palace;Stephen Henderson;33;3,24844;out;2021
Crystal Palace;Conor Gallagher;22;3,70818;out;2021
Crystal Palace;Jean-Philippe Mateta;24;3,48985;in;2021
Crystal Palace;Luke Plange;19;0,80004;in;2021
Crystal Palace;Jacob Montes;23;3,64815;in;2021
Crystal Palace;Jacob Montes;23;3,96824;out;2021
Crystal Palace;Luke Plange;19;1,82274;out;2021
Crystal Palace;Jean-Philippe Mateta;24;2,15721;out;2021
Everton FC;Ramiro Funes Mori;24;2,75859;in;2015
Everton FC;Gerard Deulofeu;21;1,14337;in;2015
Everton FC;Aaron Lennon;28;0,39320;in;2015
Everton FC;Mason Holgate;18;0,59786;in;2015
Everton FC;Leandro Rodríguez;22;2,61446;in;2015
Everton FC;Tom Cleverley;25;0,63869;in;2015
Everton FC;Felipe Mattioni;27;1,93234;in;2015
Everton FC;Luke Garbutt;23;2,78085;in;2015
Everton FC;Aiden McGeady;30;0,44315;in;2015
Everton FC;Conor McAleny;23;1,25603;in;2015
Everton FC;Sylvain Distin;37;1,83369;out;2015
Everton FC;John Lundstram;21;0,36367;out;2015
Everton FC;Antolín Alcaraz;33;2,09123;out;2015
Everton FC;Ben McLaughlin;20;1,17786;out;2015
Everton FC;Francisco Júnior;23;0,78526;out;2015
Everton FC;Felipe Mattioni;27;2,35059;out;2015
Everton FC;Conor McAleny;23;0,49522;out;2015
Everton FC;Luke Garbutt;22;2,12776;out;2015
Everton FC;Curtis Langton;19;0,75735;out;2015
Everton FC;Christian Atsu;23;2,30215;out;2015
Everton FC;Oumar Niasse;25;1,85289;in;2015
Everton FC;Shani Tarashaj;20;0,43563;in;2015
Everton FC;Matthew Pennington;21;0,85763;in;2015
Everton FC;Francisco Júnior;23;1,69281;in;2015
Everton FC;Conor McAleny;23;0,20114;in;2015
Everton FC;Felipe Mattioni;27;1,71532;in;2015
Everton FC;Leandro Rodríguez;23;2,64645;in;2015
Everton FC;Matthew Pennington;21;0,89247;in;2015
Everton FC;Steven Naismith;29;0,07577;out;2015
Everton FC;Leandro Rodríguez;23;2,87959;out;2015
Everton FC;Matthew Pennington;21;2,76744;out;2015
Everton FC;Francisco Júnior;24;2,24562;out;2015
Everton FC;Shani Tarashaj;20;2,08627;out;2015
Everton FC;Aiden McGeady;29;0,46859;out;2015
Everton FC;Conor McAleny;23;1,97757;out;2015
Everton FC;Yannick Bolasie;27;2,05392;in;2016
Everton FC;Ashley Williams;31;1,71672;in;2016
Everton FC;Idrissa Gueye;26;2,17138;in;2016
Everton FC;Dominic Calvert-Lewin;19;2,33142;in;2016
Everton FC;Maarten Stekelenburg;33;2,90894;in;2016
Everton FC;Enner Valencia;26;0,11992;in;2016
Everton FC;Mateusz Hewelt;19;1,06703;in;2016
Everton FC;Shani Tarashaj;21;0,14987;in;2016
Everton FC;Aiden McGeady;31;2,27058;in;2016
Everton FC;Oumar Niasse;27;2,28877;in;2016
Everton FC;Tyias Browning;23;0,56924;in;2016
Everton FC;Leandro Rodríguez;24;0,20229;in;2016
Everton FC;Conor McAleny;24;1,34848;in;2016
Everton FC;John Stones;22;2,84614;out;2016
Everton FC;Tim Howard;37;0,42099;out;2016
Everton FC;Steven Pienaar;34;0,88062;out;2016
Everton FC;Shani Tarashaj;21;1,15079;out;2016
Everton FC;Brendan Galloway;20;0,16014;out;2016
Everton FC;Aiden McGeady;30;2,76037;out;2016
Everton FC;Luke Garbutt;23;1,97009;out;2016
Everton FC;Tony Hibbert;35;0,14797;out;2016
Everton FC;Leon Osman;35;0,48932;out;2016
Everton FC;Felipe Mattioni;27;2,57745;out;2016
Everton FC;Enner Valencia;27;0,62308;out;2016
Everton FC;Morgan Schneiderlin;27;0,21818;in;2016
Everton FC;Ademola Lookman;19;0,66697;in;2016
Everton FC;Tom Davies;18;0,23862;in;2016
Everton FC;Luke Garbutt;23;2,21476;in;2016
Everton FC;Brendan Galloway;21;2,88471;in;2016
Everton FC;Darron Gibson;29;1,48305;out;2016
Everton FC;Bryan Oviedo;26;1,83721;out;2016
Everton FC;Gerard Deulofeu;22;2,27333;out;2016
Everton FC;Tom Cleverley;27;0,85905;out;2016
Everton FC;Oumar Niasse;26;2,48318;out;2016
Everton FC;Tyias Browning;22;1,26895;out;2016
Everton FC;Leandro Rodríguez;24;1,78095;out;2016
Everton FC;Conor McAleny;24;2,08085;out;2016
Everton FC;Gylfi Sigurdsson;27;2,19274;in;2017
Everton FC;Michael Keane;24;0,24723;in;2017
Everton FC;Jordan Pickford;23;1,43657;in;2017
Everton FC;Davy Klaassen;24;1,74967;in;2017
Everton FC;Nikola Vlasic;19;2,94027;in;2017
Everton FC;Henry Onyekuru;20;1,45280;in;2017
Everton FC;Sandro Ramírez;21;0,68041;in;2017
Everton FC;Cuco Martina;27;2,42248;in;2017
Everton FC;Wayne Rooney;31;1,86656;in;2017
Everton FC;Jonjoe Kenny;20;2,33289;in;2017
Everton FC;Kieran Dowell;19;0,25644;in;2017
Everton FC;Kieran Dowell;20;0,19002;in;2017
Everton FC;Matthew Pennington;23;2,97749;in;2017
Everton FC;Tyias Browning;24;1,81470;in;2017
Everton FC;Brendan Galloway;22;2,21448;in;2017
Everton FC;Gerard Deulofeu;23;0,24745;in;2017
Everton FC;Tom Cleverley;27;0,08397;in;2017
Everton FC;Muhamed Besic;25;0,04272;in;2017
Everton FC;Shani Tarashaj;22;2,53119;in;2017
Everton FC;Romelu Lukaku;24;0,00221;out;2017
Everton FC;Gerard Deulofeu;23;1,94805;out;2017
Everton FC;Tom Cleverley;27;2,50408;out;2017
Everton FC;Gareth Barry;36;2,19748;out;2017
Everton FC;Aiden McGeady;31;0,24242;out;2017
Everton FC;Conor McAleny;24;0,07678;out;2017
Everton FC;Arouna Koné;33;1,80827;out;2017
Everton FC;Leandro Rodríguez;24;0,20202;out;2017
Everton FC;Kieran Dowell;19;2,70166;out;2017
Everton FC;Tyias Browning;23;0,63077;out;2017
Everton FC;Brendan Galloway;21;1,39557;out;2017
Everton FC;Henry Onyekuru;20;0,94099;out;2017
Everton FC;Matthew Pennington;22;0,95719;out;2017
Everton FC;Eliaquim Mangala;27;0,27134;out;2017
Everton FC;Cenk Tosun;26;1,21352;in;2017
Everton FC;Theo Walcott;28;0,06882;in;2017
Everton FC;Eliaquim Mangala;26;0,44181;in;2017
Everton FC;Beni Baningime;19;0,08519;in;2017
Everton FC;Ross Barkley;24;0,82347;out;2017
Everton FC;Aaron Lennon;30;2,29739;out;2017
Everton FC;Ademola Lookman;20;1,71442;out;2017
Everton FC;Muhamed Besic;25;1,84187;out;2017
Everton FC;Kevin Mirallas;30;0,98499;out;2017
Everton FC;Sandro Ramírez;22;1,48412;out;2017
Everton FC;Richarlison;21;1,16399;in;2018
Everton FC;Yerry Mina;23;0,20464;in;2018
Everton FC;Lucas Digne;25;2,87644;in;2018
Everton FC;Kurt Zouma;23;0,53892;in;2018
Everton FC;André Gomes;25;2,06967;in;2018
Everton FC;Bernard;25;1,49693;in;2018
Everton FC;Matthew Pennington;24;1,12295;in;2018
Everton FC;Kieran Dowell;21;2,37423;in;2018
Everton FC;Mason Holgate;22;1,94033;in;2018
Everton FC;Beni Baningime;20;2,19447;in;2018
